Datum	Uhrzeit	Kommentar	p_Probe_Ist / bar	I_Ist / mA	U_ges / mV	U_Nadel / mV	U_ges-Th_U	U_Nadel-Th_U	R_ges / mOhm*cm²	R_bulk / mOhm*cm²	Anpressfläche / cm²	p_Ist / bar	p_Kraftsensor / ?	Weg Bürster	Kraftsensor Poly	Probendicke Poly	Kraftsensor	Probendicke	U_ges 1	U_Nadel 1	U_ges 2	U_Nadel 2	Diff_U_ges/2	Diff_U_Nadel/2	Relais	
22.06.2020	14:32:09	Einfahren 15 Zyklen	11,981002	998,000000	2,466336	0,060343	2,418772	0,060244	9,267296	0,226738	3,750000	2,288718	-3392,531184	2731,239597	0,000000	0,000000	-35,702664	11168,250908	-7,014009	0,047166	7,109138	0,046968	0,047564	0,000099	0,000000
22.06.2020	14:32:12	Einfahren 15 Zyklen	12,008056	1498,000000	3,677734	0,047298	3,630169	0,047199	9,206609	0,118402	3,750000	2,293981	-3392,969308	2731,172135	0,000000	0,000000	-35,707567	11169,693820	-7,014009	0,047166	7,109138	0,046968	0,047564	0,000099	0,000000
22.06.2020	14:32:15	Einfahren 15 Zyklen	12,017642	1998,000000	4,888933	0,047825	4,841369	0,047726	9,175926	0,089761	3,750000	2,295819	-3392,093060	2731,111255	0,000000	0,000000	-35,697761	11170,995960	-7,014009	0,047166	7,109138	0,046968	0,047564	0,000099	0,000000
22.06.2020	14:32:18	Einfahren 15 Zyklen	15,015556	499,700000	1,132528	0,056917	1,084964	0,056818	8,499059	0,427131	3,750000	2,868405	-2832,357971	2789,316110	0,000000	0,000000	-29,504795	9926,078838	-7,014009	0,047166	7,109138	0,046968	0,047564	0,000099	0,000000
22.06.2020	14:32:23	Einfahren 15 Zyklen	15,013043	998,000000	2,223424	0,054545	2,175860	0,054446	8,354551	0,204953	3,750000	2,868014	-2826,161642	2798,688394	0,000000	0,000000	-29,437016	9725,619327	-7,014009	0,047166	7,109138	0,046968	0,047564	0,000099	0,000000
22.06.2020	14:32:26	Einfahren 15 Zyklen	15,009119	1498,000000	3,313926	0,050658	3,266361	0,050559	8,295875	0,126813	3,750000	2,867287	-2829,228512	2798,662067	0,000000	0,000000	-29,470561	9726,182416	-7,014009	0,047166	7,109138	0,046968	0,047564	0,000099	0,000000
22.06.2020	14:32:29	Einfahren 15 Zyklen	15,016795	1998,000000	4,403966	0,053227	4,356402	0,053128	8,265702	0,099901	3,750000	2,868730	-2829,541458	2798,632450	0,000000	0,000000	-29,473985	9726,815890	-7,014009	0,047166	7,109138	0,046968	0,047564	0,000099	0,000000
22.06.2020	14:32:33	Einfahren 15 Zyklen	18,005774	499,700000	1,047604	0,045716	1,000040	0,045618	7,861750	0,343079	3,750000	3,439750	-2270,056679	2869,082620	0,000000	0,000000	-23,420307	8219,989299	-7,014009	0,047166	7,109138	0,046968	0,047564	0,000099	0,000000
22.06.2020	14:32:37	Einfahren 15 Zyklen	18,008855	998,000000	2,045078	0,040775	1,997514	0,040676	7,684412	0,153214	3,750000	3,440280	-2258,039554	2878,785655	0,000000	0,000000	-23,291705	8012,455509	-7,014009	0,047166	7,109138	0,046968	0,047564	0,000099	0,000000
22.06.2020	14:32:40	Einfahren 15 Zyklen	18,016135	1498,000000	3,038467	0,047957	2,990903	0,047858	7,606310	0,120051	3,750000	3,441644	-2263,297046	2878,716548	0,000000	0,000000	-23,347962	8013,933620	-7,014009	0,047166	7,109138	0,046968	0,047564	0,000099	0,000000
